,ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
67006,1000017100,No,Taco Inc Innovation Development Center,1160 Cranston Street,Cranston,RI,2920,US,LEED-NC v2009,62.0,Gold,9/26/14 0:00,Yes,Corporate: Privately Held,17376.0,27559.0,Core Learning Space: Other classroom education,"Taco, Inc",7/14/11 0:00
67010,1000017106,No,Grand Avenue Chauffeured Transportation,186 North First Street,Nashville,TN,37213,US,LEED-NC v2009,60.0,Gold,7/20/12 0:00,Yes,Corporate: Privately Held,54200.0,166705.0,Service: Other Service,Grand Avenue,7/14/11 0:00
67026,1000017127,No,WR Sage West,5250 Brownway Street,Houston,TX,77056,US,LEED-NC v2009,43.0,Certified,6/10/14 0:00,Yes,Corporate: Privately Held,393986.0,77778.0,Multi-Family Residential: Apartment,"White/Peterman Properties, Inc.",7/15/11 0:00
67144,1000017268,No,Hampton Inn - Editors,1729 H Street NW,Washington,DC,20006,US,LEED-NC v2009,63.0,Gold,11/12/14 0:00,Yes,Corporate: Privately Held,74571.0,6160.0,"Lodging: Hotel/Motel/Resort, Limited Service","OTO Development, LLC",7/21/11 0:00
67168,1000017299,No,Maines Darden Foods Distribution Center,3000 Airport Road,Terrell,TX,75161,US,LEED-NC v2009,40.0,Certified,1/14/14 0:00,Yes,Corporate: Privately Held,83070.0,1823556.0,Warehouse and Distribution Center: Refrigerated,Maines Paper & Food Service,7/22/11 0:00
67210,1000017355,No,Radisson Blu at Mall of America,2100 Killebrew Drive,Bloomington,MN,55425,US,LEED-NC v2009,47.0,Certified,4/10/15 0:00,Yes,Corporate: Privately Held,335012.0,92230.0,"Lodging: Hotel/Motel/Resort, Full Service","Radisson Blu MOA, LLC",7/25/11 0:00
67230,1000017390,No,Grand Beach Hotel Surfside-East,9449 Collins Avenue,Surfside,FL,33154,US,LEED-NC v2009,57.0,Silver,12/19/14 0:00,Yes,Corporate: Privately Held,228439.5,74162.0,"Lodging: Hotel/Motel/Resort, Full Service","Beach House Hotel, LLC",7/26/11 0:00
67242,1000017404,No,Hyatt House Hotel - South Side Works,28th And South Water Street,Pittsburgh,PA,15203,US,LEED-NC v2009,42.0,Certified,10/9/13 0:00,Yes,Corporate: Privately Held,111036.0,41820.0,"Lodging: Hotel/Motel/Resort, Select Service","Oxford Concord Sierra Southside Ass., LP",7/26/11 0:00
67248,1000017414,No,Engineering and Operations Building,1001 Charles G Seivers Blvd,Clinton,TN,37716,US,LEED-NC v2009,51.0,Silver,5/7/13 0:00,Yes,Corporate: Privately Held,21735.0,29425.0,Office: Administrative/Professional,Clinton Utilities Board,7/27/11 0:00
67335,1000017521,No,Lex on Orange SITE A,320 N. Central Avenue,Glendale,CA,91203,US,LEED-NC v2009,52.0,,,No,Corporate: Privately Held,120431.0,35703.0,Office: Government,AMLI Residential,8/1/11 0:00
67336,1000017522,No,Lex on Orange SITE B,321 N. Orange Street,Glendale,CA,91203,US,LEED-NC v2009,51.0,Silver,6/2/15 0:00,Yes,Corporate: Privately Held,230368.0,74635.0,Multi-Family Residential: Apartment,AMLI Residential,8/1/11 0:00
67364,1000017554,No,FedEx Ground Distribution Center,12500 W. Branford Street,Burbank,CA,91331,US,LEED-NC v2009,51.0,Silver,7/24/13 0:00,Yes,Corporate: Privately Held,240779.0,1362737.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Scannell Properties,8/2/11 0:00
67377,1000017570,No,Giant Eagle Broadview Heights,Royalton Rd,Broadview Heights,OH,44147,US,LEED-NC v2009,40.0,Certified,10/3/14 0:00,Yes,Corporate: Privately Held,90671.0,405351.0,Retail: Grocery Store/Food Market,Giant Eagle - Aetos,8/3/11 0:00
67380,1000017573,No,BL Harbert International Office Building,210 London Parkway,Birmingham,AL,35211,US,LEED-NC v2009,60.0,Gold,6/25/14 0:00,Yes,Corporate: Privately Held,35905.0,246321.0,Office: Administrative/Professional,BL Harbert International,8/3/11 0:00
67394,1000017592,No,101 Ellwood,101 South Ellwood Avenue,Baltimore,MD,21224,US,LEED-NC v2009,50.0,Silver,5/19/15 0:00,Yes,Corporate: Privately Held,194369.0,50588.0,Multi-Family Residential: Apartment,Focus Development,8/3/11 0:00
67399,1000017597,No,The Martin Apartments,2105 5th Ave.,Seattle,WA,98121,US,LEED-NC v2009,63.0,Gold,4/28/14 0:00,Yes,Corporate: Privately Held,237655.0,16530.0,Multi-Family Residential: Apartment,Vulcan Inc.,8/3/11 0:00
67449,1000017664,No,Southern Eye Associate,113 Doctors Drive,Greenville,SC,29605,US,LEED-NC v2009,46.0,Certified,5/24/13 0:00,Yes,Corporate: Privately Held,12947.0,97196.0,Office: Medical (Non-Diagnostic),Cross Creek Medical Park,8/7/11 0:00
67481,1000017707,No,OverDrive Inc,One OverDrive Way,Garfield Heights,OH,44125,US,LEED-NC v2009,42.0,Certified,4/18/14 0:00,Yes,Corporate: Privately Held,94645.0,534416.0,Office: Administrative/Professional,OverDrive Inc.,8/9/11 0:00
67483,1000017709,No,Mission Bay Block 3 West,1101 Fourth Street,San Francisco,CA,94158,US,LEED-NC v2009,50.0,Silver,9/9/14 0:00,Yes,Corporate: Privately Held,227392.0,47577.0,Multi-Family Residential: Apartment,SummerHill Apartment Communities,8/9/11 0:00
67536,1000017777,No,18 Park,18 Park Avenue,Jersey City,NJ,7305,US,LEED-NC v2009,50.0,Silver,12/17/14 0:00,Yes,Corporate: Privately Held,101972.0,79715.0,Multi-Family Residential: Apartment,KRE Group,8/11/11 0:00
67605,1000017874,No,Commons at Southfield Highlands Bldg 2,Park View Rd.,Weymouth,MA,2190,US,LEED-NC v2009,51.0,Silver,5/1/13 0:00,Yes,Corporate: Privately Held,68331.0,68750.0,Multi-Family Residential: Apartment,John M. Corcoran & Co.,8/15/11 0:00
67606,1000017875,No,Commons at Southfield Highlands Bldg 3,Park View Rd.,Weymouth,MA,2190,US,LEED-NC v2009,50.0,Silver,5/1/13 0:00,Yes,Corporate: Privately Held,150461.0,122970.0,Multi-Family Residential: Apartment,John M. Corcoran & Co.,8/15/11 0:00
67670,1000017958,No,Napa 4 Walgreens,1685 Trancas St.,Napa,CA,94558-3323,US,LEED-NC v2009,43.0,Certified,10/24/13 0:00,Yes,Corporate: Privately Held,14065.0,47247.0,Retail: Other Retail,Pacific Properties,8/18/11 0:00
67674,1000017963,No,ASB Evergreen Data Center,21515 NW Evergreen Parkway,Hillsboro,OR,97124,US,LEED-NC v2009,62.0,Gold,5/29/13 0:00,Yes,Corporate: Privately Held,239993.0,658804.0,Datacenter,ASB,8/18/11 0:00
67762,1000018086,No,Pacific Pointe North - Bldg 1,3815 Schaufele Ave,Long Beach,CA,90808,US,LEED-NC v2009,50.0,Silver,2/19/13 0:00,Yes,Corporate: Privately Held,100926.0,211588.0,Warehouse and Distribution Center: Warehouse,Sares-Regis Group,8/23/11 0:00
67764,1000018088,No,Pacific Pointe North - Bldg 2,3851 Schaufele Ave,Long Beach,CA,90808,US,LEED-NC v2009,52.0,Silver,2/19/13 0:00,Yes,Corporate: Privately Held,39079.0,87516.0,Warehouse and Distribution Center: Warehouse,Sares Regis Group,8/23/11 0:00
67767,1000018091,No,Pacific Pointe North - Bldg 3,3860 McGowen St,Long Beach,CA,90808,US,LEED-NC v2009,50.0,Silver,2/19/13 0:00,Yes,Corporate: Privately Held,31783.0,75677.0,Warehouse and Distribution Center: Warehouse,Sares-Regis Group,8/23/11 0:00
67768,1000018092,No,Pacific Pointe North - Bldg 4,3833 McGowen St,Long Beach,CA,90808,US,LEED-NC v2009,64.0,Gold,2/19/13 0:00,Yes,Corporate: Privately Held,86737.0,172707.0,Warehouse and Distribution Center: Warehouse,Sares Regis Group,8/23/11 0:00
67789,1000018118,No,Lunds on 12th and Hennepin,1201 Hennepin Avenue,Minneapolis,MN,55403,US,LEED-NC v2009,43.0,Certified,4/4/14 0:00,Yes,Corporate: Privately Held,45062.0,47750.0,Retail: Grocery Store/Food Market,"Lund Real Estate Holdings, LLC",8/24/11 0:00
67812,1000018151,No,Hendrick Toyota,Merriam Pointe,Merriam,KS,66203,US,LEED-NC v2009,45.0,Certified,8/5/14 0:00,Yes,Corporate: Privately Held,67240.0,360677.0,Retail: Vehicle Dealership,Hendrick Automotive Group,8/25/11 0:00
67834,1000018178,No,Tansky Sawmill Toyota,6300 Sawmill Road,Dublin,OH,43017,US,LEED-NC v2009,70.0,Gold,10/21/13 0:00,Yes,Corporate: Privately Held,58672.0,214767.0,Retail: Vehicle Dealership,TANSKY SAWMILL TOYOTA,8/26/11 0:00
67875,1000018232,No,Corodata,2305 Harveson Place,Escondido,CA,92029,US,LEED-NC v2009,46.0,Certified,12/17/14 0:00,Yes,Corporate: Privately Held,87698.0,223650.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Hamann Companies,8/30/11 0:00
67902,1000018267,No,135 West 30th Hotel LLC,135 West 30th St.,New York,NY,10001,US,LEED-NC v2009,44.0,,,No,Corporate: Privately Held,123929.0,10225.0,"Lodging: Hotel/Motel/Resort, Select Service","135 W 30 HOTEL PARTNERS, LLC",8/31/11 0:00
67919,1000018286,No,Lexington SSA,2241 Buena Vista Rd.,Lexington,KY,40505,US,LEED-NC v2009,55.0,Silver,4/2/13 0:00,Yes,Corporate: Privately Held,44612.0,141135.0,Office: Government,"Rooker Properties, LLC",9/1/11 0:00
67939,1000018314,No,Endress Hauser Flowtec Building F,2330 Endress Place,Greenwood,IN,46143,US,LEED-NC v2009,46.0,Certified,9/12/13 0:00,Yes,Corporate: Privately Held,91818.0,328354.0,Industrial Manufacturing,"Endress + Hauser Flowtec AG, Div USA",9/2/11 0:00
67940,1000018315,No,Endress Hauser Auto Instru Inc Bdg G,2340 Endress Place,Greenwood,IN,46143,US,LEED-NC v2009,44.0,Certified,9/30/13 0:00,Yes,Corporate: Privately Held,108875.0,362531.0,Industrial Manufacturing,Endress + Hauser Auto Instr Inc Bd G USA,9/2/11 0:00
67966,1000018346,No,All Star Volvo Baton Rouge,10313 Airline Highway,Baton Rouge,LA,70816,US,LEED-NC v2009,54.0,Silver,4/4/13 0:00,Yes,Corporate: Privately Held,15210.0,116992.0,Retail: Vehicle Dealership,All Star Automotive Group,9/5/11 0:00
67983,1000018369,No,Leilani Apartments,10201 Greenwood Ave N,Seattle,WA,98133,US,LEED-NC v2009,46.0,Certified,5/27/14 0:00,Yes,Corporate: Privately Held,219415.0,98727.0,Multi-Family Residential: Apartment,Goodman Real Estate,9/6/11 0:00
68043,1000018451,No,SSA Indianapolis West (Intech Park),6745 Network Place,Indianapolis,IN,46278,US,LEED-NC v2009,41.0,Certified,12/1/12 0:00,Yes,Corporate: Privately Held,13107.0,61637.0,Office: Government,Ambrose Property Group,9/9/11 0:00
68121,1000018553,No,The Premier,8711 Georgia Avenue,Silver Spring,MD,20910,US,LEED-NC v2009,51.0,Silver,9/8/14 0:00,Yes,Corporate: Privately Held,152230.0,31116.0,Multi-Family Residential: Apartment,"Guardian Realty Investors, LLC",9/13/11 0:00
68123,1000018555,No,One City Block - The Congress,19th And Pennsylvania,Denver,CO,80205,US,LEED-NC v2009,52.0,Silver,7/1/14 0:00,Yes,Corporate: Privately Held,74165.0,35650.0,Multi-Family Residential: Apartment,"RedPeak Properties, LLC",9/13/11 0:00
68125,1000018557,No,One City Block - The Washington,18th And Pennsylvania,Denver,CO,80205,US,LEED-NC v2009,54.0,Silver,7/1/14 0:00,Yes,Corporate: Privately Held,88514.0,41229.0,Multi-Family Residential: Apartment,"RedPeak Properties, LLC",9/13/11 0:00
68126,1000018558,No,One City Block - The Commons,18th And Logan,Denver,CO,80205,US,LEED-NC v2009,54.0,Silver,7/1/14 0:00,Yes,Corporate: Privately Held,58126.0,30054.0,Multi-Family Residential: Apartment,"RedPeak Properties, LLC",9/13/11 0:00
68127,1000018559,No,One City Block - The Benedict,19th And Logan,Denver,CO,80205,US,LEED-NC v2009,53.0,Silver,7/1/14 0:00,Yes,Corporate: Privately Held,62821.0,29896.0,Multi-Family Residential: Apartment,"RedPeak Properties, LLC",9/13/11 0:00
68137,1000018572,No,USAO Muskogee,520 Denison Street,Muskogee,OK,74401,US,LEED-NC v2009,63.0,Gold,3/11/14 0:00,Yes,Corporate: Privately Held,34601.0,148975.0,Office: Government,US Federal Properties Co.,9/13/11 0:00
68145,1000018582,No,One Plantation Apartments,1700 SW 78th Ave,Plantation,FL,33324,US,LEED-NC v2009,43.0,Certified,8/27/13 0:00,Yes,Corporate: Privately Held,359258.0,242095.0,Multi-Family Residential: Apartment,Stiles Corporation,9/14/11 0:00
68158,1000018600,No,SpringHill Suites - Latrobe,115 Arnold Palmer Dr.,Latrobe,PA,15650,US,LEED-NC v2009,44.0,Certified,8/19/13 0:00,Yes,Corporate: Privately Held,70943.0,233455.0,"Lodging: Hotel/Motel/Resort, Select Service",Concord Hospitality Enterprises,9/14/11 0:00
68215,1000018681,No,Stacy and Witbeck,2800 Harbor Bay Parkway,Alameda,CA,94502,US,LEED-NC v2009,74.0,Gold,3/6/13 0:00,Yes,Corporate: Privately Held,19723.0,76308.0,Office: Administrative/Professional,"Stacy And Witbeck, Inc.",9/16/11 0:00
68230,1000018718,No,Greenway Medical Technologies,100 Greenway Boulevard,Carrollton,GA,30117,US,LEED-NC v2009,60.0,Gold,9/26/13 0:00,Yes,Corporate: Privately Held,67127.0,322344.0,Office: Administrative/Professional,"Greenway Medical Technologies, Inc.",9/19/11 0:00
68237,1000018726,No,NOW Foods,575 Vista Blvd.,Sparks,NV,89434,US,LEED-NC v2009,55.0,Silver,11/5/12 0:00,Yes,Corporate: Privately Held,187331.0,333670.0,Warehouse and Distribution Center: Refrigerated,NOW FOODS Inc.,9/19/11 0:00
68243,1000018734,No,The Alexander Hotel,E. South St. & E. Delaware St.,Indianapolis,IN,46225,US,LEED-NC v2009,50.0,Silver,4/23/14 0:00,Yes,Corporate: Privately Held,161266.0,64843.0,"Lodging: Hotel/Motel/Resort, Full Service",Buckingham Companies,9/20/11 0:00
68271,1000018765,No,Skilled Nursing Facility,1752 Park Ave,New York,NY,10035,US,LEED-NC v2009,55.0,,,No,Corporate: Privately Held,128000.0,41000.0,Health Care: Inpatient,Coler Goldwater Speciality Hospital & N,9/20/11 0:00
68292,1000018791,No,1915 Second Avenue,1915 Second Avenue,Seattle,WA,98101,US,LEED-NC v2009,45.0,Certified,7/28/14 0:00,Yes,Corporate: Privately Held,245709.0,14860.0,Multi-Family Residential: Apartment,Goodman Real Estate,9/21/11 0:00
68394,1000018920,No,American Tire Distributors,102 Perimeter West Drive,Charlotte,NC,28214,US,LEED-NC v2009,51.0,Silver,7/29/13 0:00,Yes,Corporate: Privately Held,156000.0,925650.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Liberty Property Trust,9/27/11 0:00
68438,1000018973,No,Wyalusing Hotel Annex,28 Taylor Avenue,Wyalusing,PA,18853,US,LEED-NC v2009,43.0,Certified,10/25/12 0:00,Yes,Corporate: Privately Held,18255.0,30221.0,"Lodging: Hotel/Motel/Resort, Limited Service",Weston Wyalusing LLC,9/28/11 0:00
68440,1000018977,No,Commons Office Building Expansion,301 Jackson Street,Columbus,IN,47201,US,LEED-NC v2009,53.0,Silver,7/15/13 0:00,Yes,Corporate: Privately Held,124260.0,33026.0,Office: Mixed-Use,"Commons Office Partner, LLC",9/28/11 0:00
68472,1000019017,No,LA Marriott,901 W. Olympic Blvd,Los Angeles,CA,90015,US,LEED-NC v2009,52.0,,,No,Corporate: Privately Held,340353.0,36378.0,"Lodging: Hotel/Motel/Resort, Full Service",SODO Builders LA,9/29/11 0:00
68591,1000019153,No,Hyatt Place at Pineapple Grove,104 NE 2nd Avenue,Delray Beach,FL,33444,US,LEED-NC v2009,56.0,Silver,12/6/12 0:00,Yes,Corporate: Privately Held,111911.0,66180.0,"Lodging: Hotel/Motel/Resort, Select Service",The Kolter Group,10/5/11 0:00
68622,1000019192,No,Medline Rogers Minnesota,13115 Brockton Lane N.,Rogers,MN,55374,US,LEED-NC v2009,42.0,Certified,6/3/13 0:00,Yes,Corporate: Privately Held,300000.0,915482.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Medline Industries, Inc.",10/7/11 0:00
68669,1000019255,No,1717 Ridge Apartments,1717 Ridge Avenue,Evanston,IL,60204,US,LEED-NC v2009,50.0,Silver,9/12/13 0:00,Yes,Corporate: Privately Held,188048.0,58676.0,Multi-Family Residential: Apartment,Evanston Venture Partners LLC,10/10/11 0:00
68685,1000019274,No,Sheetz Center for Shwellness,350 Sheetz Way,Claysburg,PA,16625,US,LEED-NC v2009,62.0,Gold,3/25/14 0:00,Yes,Corporate: Privately Held,10744.0,129665.0,"Health Care: Outpatient, Office (Diagnostic)",Sheetz Incorporated,10/11/11 0:00
68757,1000019378,No,500 Fannin - Fretz Construction,500 Fannin,Houston,TX,77002,US,LEED-NC v2009,62.0,Gold,4/30/13 0:00,Yes,Corporate: Privately Held,24100.0,6451.0,Office: Administrative/Professional,Fretz Construction,10/13/11 0:00
68805,1000019454,No,CHP Tracy Field Area Office 266,1200 Pescadero Avenue,Tracy,CA,95304,US,LEED-NC v2009,43.0,,,No,Corporate: Privately Held,18363.0,194082.0,Office: Government,Chris Cammack Company,10/17/11 0:00
68808,1000019457,No,Mars - Pet Feeding Center,Highway 31,Thompson's Station,TN,37179,US,LEED-NC v2009,60.0,Gold,7/14/14 0:00,Yes,Corporate: Privately Held,28586.0,442786.0,Office: Other Office,Mars Petcare,10/17/11 0:00
68809,1000019458,No,Mars - Quality and Innovation Center,Highway 31,Thompson's Station,TN,37179,US,LEED-NC v2009,61.0,Gold,7/14/14 0:00,Yes,Corporate: Privately Held,39845.0,140306.0,Office: Other Office,Mars Petcare,10/17/11 0:00
68810,1000019459,No,Mars - Product Development Center,Highway 31,Thompson's Station,TN,37179,US,LEED-NC v2009,61.0,Gold,7/14/14 0:00,Yes,Corporate: Privately Held,56527.0,206176.0,Office: Other Office,Mars Petcare,10/17/11 0:00
68811,1000019460,No,Mars - Learning Center,Highway 31,Thompson's Station,TN,37179,US,LEED-NC v2009,60.0,Gold,7/14/14 0:00,Yes,Corporate: Privately Held,10172.0,37422.0,Office: Other Office,Mars Petcare,10/17/11 0:00
68832,1000019486,No,Laguna Springs CDC Building D,8280 Longleaf Drive,Elk Grove,CA,95758,US,LEED-NC v2009,75.0,Gold,6/18/13 0:00,Yes,Corporate: Privately Held,105111.0,584677.0,Office: Government,Pappas Laguna Springs Corp Ctr,10/18/11 0:00
68833,1000019487,No,Laguna Springs CDC Building C,8260 Longleaf Drive,Elk Grove,CA,95758,US,LEED-NC v2009,75.0,Gold,9/6/13 0:00,Yes,Corporate: Privately Held,105511.0,584677.0,Office: Government,Pappas Laguna Springs Corp Ctr,10/18/11 0:00
68857,1000019519,No,VA Outpatient Clinic Oakwood,4175 Tanners Creek Drive,Oakwood,GA,30542,US,LEED-NC v2009,54.0,Silver,11/4/13 0:00,Yes,Corporate: Privately Held,23887.0,136691.0,Office: Medical (Non-Diagnostic),"Oakwood VA, LLC",10/19/11 0:00
68959,1000019647,No,Lincoln Harbor Residential Building A,TBD,Weehawken,NJ,7086,US,LEED-NC v2009,53.0,Silver,11/4/14 0:00,Yes,Corporate: Privately Held,214331.0,137145.0,Multi-Family Residential: Apartment,"Elmajo Urban Renewal Associates, LLC",10/25/11 0:00
68962,1000019651,No,450 K Street,450 K Street NW,Washington,DC,20001,US,LEED-NC v2009,53.0,,,No,Corporate: Privately Held,209421.0,21147.0,Multi-Family Residential: Apartment,"Kettler, Inc.",10/25/11 0:00
69047,1000019748,No,West Broadway Branch,25th & West Broadway,Council Bluffs,IA,51501,US,LEED-NC v2009,55.0,Silver,1/29/13 0:00,Yes,Corporate: Privately Held,4900.0,36045.0,Retail: Bank Branch,First National,10/28/11 0:00
69187,1000019960,No,Archer Hotel 45 West 38th Street,45 West 38th St.,New York,NY,10018,US,LEED-NC v2009,55.0,,,No,Corporate: Privately Held,77200.0,6024.0,"Lodging: Hotel/Motel/Resort, Select Service","Manhattan LW Hotel Associates, LP",11/4/11 0:00
69216,1000020007,No,The Broadway  a Doubltree by Hilton,1111 East Broadway,Columbia,MO,65201,US,LEED-NC v2009,41.0,Certified,12/11/14 0:00,Yes,Corporate: Privately Held,92647.0,23654.0,"Lodging: Hotel/Motel/Resort, Full Service","LLW Architects, Inc.",11/7/11 0:00
69265,1000020080,No,Aria Health-Frankford Campus ED,4900 Frankford Avenue,Philadelphia,PA,19124,US,LEED-NC v2009,51.0,Silver,8/19/13 0:00,Yes,Corporate: Privately Held,18424.0,48428.0,Health Care: Inpatient,Stantec,11/10/11 0:00
69302,1000020123,No,Stonefield Hyatt Place,Stonefield,Charlottesville,VA,22901,US,LEED-NC v2009,41.0,Certified,3/20/14 0:00,Yes,Corporate: Privately Held,85286.0,111068.0,"Lodging: Hotel/Motel/Resort, Select Service","Macfarlane Partners, LLC",11/11/11 0:00
69324,1000020151,No,Knorr Brake Westminster,1 Arthur Peck Drive,Westminster,MD,21157,US,LEED-NC v2009,62.0,Gold,3/7/14 0:00,Yes,Corporate: Privately Held,241224.0,1045440.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Knorr Brake Corporation,11/14/11 0:00
69337,1000020166,No,55 9th Street Residential,55 9th Street,San Francisco,CA,94103,US,LEED-NC v2009,52.0,,,No,Corporate: Privately Held,302423.0,35681.0,Multi-Family Residential: Apartment,AvalonBay,11/14/11 0:00
69372,1000020208,No,Waterside Place,505 Congress Street,Boston,MA,2210,US,LEED-NC v2009,45.0,,,No,Corporate: Privately Held,327170.0,51158.0,Multi-Family Residential: Apartment,C3,11/16/11 0:00
69399,1000020242,No,Student Dorms at Fontaine Building,13 West 11th St,Columbus,GA,31901,US,LEED-NC v2009,62.0,Gold,9/7/12 0:00,Yes,Corporate: Privately Held,20370.0,7550.0,Lodging: Dormitory,W.C. Bradley Co. Real Estate,11/17/11 0:00
69419,1000020272,No,MOPC II,State Road PR-2 Km.149.9,Mayaguez,PR,680,US,LEED-NC v2009,81.0,Platinum,5/21/14 0:00,Yes,Corporate: Privately Held,133825.0,505159.0,Health Care: Clinic/Other Outpatient,Lluch Holding,11/18/11 0:00
69536,1000020429,No,Resolute Health Hospital,555 Creekside Crossing,New Braunfels,TX,78130,US,LEED-NC v2009,51.0,Silver,11/3/14 0:00,Yes,Corporate: Privately Held,364615.0,824361.0,Health Care: Inpatient,Central Texas Corridor Hospital Company,11/28/11 0:00
69635,1000020560,No,SAS Building Q,801 SAS Campus Drive,Cary,NC,27513,US,LEED-NC v2009,64.0,Gold,12/2/14 0:00,Yes,Corporate: Privately Held,220004.0,1341985.0,Office: Administrative/Professional,SAS,12/2/11 0:00
69649,1000020577,No,Laredo Outpatient VA Clinic,Pappas And Foster,Laredo,TX,78041,US,LEED-NC v2009,52.0,Silver,11/3/14 0:00,Yes,Corporate: Privately Held,23310.0,189352.0,Health Care: Clinic/Other Outpatient,"US Federal Properties, Co. LLC",12/2/11 0:00
69651,1000020582,No,Dept of Parks and Rec Bays G H I  J100,"4840, 4920, 4930, 4940 Lang Ave",McClellan,CA,95652,US,LEED-NC v2009,55.0,Silver,8/27/13 0:00,Yes,Corporate: Privately Held,260702.0,468973.0,Warehouse and Distribution Center: Warehouse,McClellan Park,12/2/11 0:00
69719,1000020661,No,Playa Vista Community Center,10000 Runway Road,Playa Vista,CA,90094,US,LEED-NC v2009,57.0,,,No,Corporate: Privately Held,25924.0,60519.0,Public Assembly: Other Assembly,Playa Capital Co.,12/6/11 0:00
69762,1000020711,No,Subaru New England Corporate Headquarter,111 Morse Street,Norwood,MA,2062,US,LEED-NC v2009,59.0,,,No,Corporate: Privately Held,160143.0,388299.0,Office: Administrative/Professional,Subaru Of New England,12/8/11 0:00
69774,1000020726,No,Miracle Toyota,37048 Highway 27,Haines City,FL,33844,US,LEED-NC v2009,42.0,Certified,5/7/15 0:00,Yes,Corporate: Privately Held,49432.0,573899.0,Retail: Vehicle Dealership,Dennis L. Murphy LP No.2,12/8/11 0:00
69802,1000020761,No,Hall Winery Fermentation and Office Bldg,401 St. Helena Highway South,St Helena,CA,94574,US,LEED-NC v2009,65.0,Gold,7/15/14 0:00,Yes,Corporate: Privately Held,41257.0,246380.0,Industrial Manufacturing,"Hall Wines, LLC",12/9/11 0:00
69822,1000020782,No,Rosetta WCHQ,East Airport Commerce Park,San Luis Obispo,CA,93401,US,LEED-NC v2009,41.0,Certified,3/11/14 0:00,Yes,Corporate: Privately Held,48062.0,233491.0,Office: Administrative/Professional,Rosetta WCHQ,12/11/11 0:00
69839,1000020806,No,The Hub on Campus,323 East Veterans Way,Tempe,AZ,85281,US,LEED-NC v2009,42.0,Certified,2/7/14 0:00,Yes,Corporate: Privately Held,415615.0,70386.0,Multi-Family Residential: Apartment,Core Campus Tempe I LLC,12/12/11 0:00
69891,1000020869,No,Plumrose Processing Plant,3210 21st Avenue,Council Bluffs,IA,51501,US,LEED-NC v2009,53.0,Silver,6/20/13 0:00,Yes,Corporate: Privately Held,121000.0,681690.0,Industrial Manufacturing,Plumrose USA,12/13/11 0:00
69894,1000020872,No,Embassy Suites Springfield,8100 LOISDALE ROAD,Springfield,VA,22150,US,LEED-NC v2009,40.0,Certified,4/7/14 0:00,Yes,Corporate: Privately Held,187428.0,197683.0,"Lodging: Hotel/Motel/Resort, Full Service","FB Property, LLC",12/13/11 0:00
69918,1000020910,No,GSA DOI Billings Office Building,2021 4th Avenue North,Billings,MT,59101,US,LEED-NC v2009,61.0,Gold,10/17/14 0:00,Yes,Corporate: Privately Held,121793.0,103928.0,Office: Government,The Boyer Company,12/14/11 0:00
69934,1000020928,No,The Summit on College,1721 Choice Center Drive,Fort Collins,CO,80525,US,LEED-NC v2009,42.0,Certified,5/26/15 0:00,Yes,Corporate: Privately Held,273586.0,351489.0,Multi-Family Residential: Apartment,"Capstone Development Partners, LLC",12/15/11 0:00
69942,1000020946,No,VA Outpatient Clinic,951 Grove Road,Greenville,SC,29605,US,LEED-NC v2009,60.0,Gold,10/18/13 0:00,Yes,Corporate: Privately Held,78117.0,421661.0,Health Care: Clinic/Other Outpatient,"Grove Clinic, LLC",12/15/11 0:00
69963,1000020979,No,Spodak Dental Group,3911 West Atlantic Avenue,Delray Beach,FL,33445,US,LEED-NC v2009,60.0,Gold,4/9/14 0:00,Yes,Corporate: Privately Held,13167.0,91045.0,Health Care: Clinic/Other Outpatient,Spodak Dental Group,12/16/11 0:00
70070,1000021122,No,Thelmas by the Sea,501 Pine Ave,Anna Maria,FL,34216,US,LEED-NC v2009,82.0,Platinum,9/30/13 0:00,Yes,Corporate: Privately Held,2805.0,29930.0,Office: Mixed-Use,Pineapplefish Development,12/22/11 0:00
70071,1000021123,No,Historic Green Village - Phase 2,507 Pine Ave,Anna Maria,FL,34216,US,LEED-NC v2009,81.0,Platinum,2/14/14 0:00,Yes,Corporate: Privately Held,4016.0,29930.0,Office: Mixed-Use,Pineapplefish Development,12/22/11 0:00
70147,1000021223,No,Tulsa Cancer Institute,NW Corner Of 51st Street And 129th E Avenue,Tulsa,OK,74134,US,LEED-NC v2009,44.0,Certified,8/7/14 0:00,Yes,Corporate: Privately Held,85600.0,455062.0,Health Care: Clinic/Other Outpatient,Cancer Care Associates,12/29/11 0:00
70148,1000021224,No,Pharmavite ECMF,4701 Northpark Dr,Opelika,AL,36801,US,LEED-NC v2009,41.0,Certified,10/31/13 0:00,Yes,Corporate: Privately Held,338000.0,1132880.0,Industrial Manufacturing,Pharmavite,12/29/11 0:00
